iteracao,y_hat_mistakes,y_hat_syntax
370,[2 0 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 3 4 3 3 3 2 4 2 2 3 2 4 2 2]
371,[2 0 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 3 4 4 3 3 3 4 3 2 2 2 4 2 2]
372,[2 0 0 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 3 4 4 3 4 3 3 2 3 4 2 2 3 2 4 2 2]
373,[2 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 4 3 3 4 2 2 3 2 4 3 2]
374,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 3 4 4 2 2 4 2 4 3 2]
375,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 2 2 4 3 4 4 4 4 4 4 3 4 4 3 2 4 2 4 3 2]
376,[2 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 3 4 4 4 4 4 4 4 4 4 3 4 3 3 4 2 4 4 2]
377,[0 0 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 3 4 4 4 4 2 4 3 2]
378,[0 0 0 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 3 3 3 2 4 3 2]
379,[2 0 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
380,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 3 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 2 4 3 2]
381,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 3 4 4 4 4 4 4 4 4 4 3 4 4 3 4 2 4 4 2]
382,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 2 3 4 3 4 4 4 4 4 4 3 4 4 3 3 4 2 4 4 2]
383,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 3 3 4 3 4 4 4 4 4 4 3 4 4 3 3 4 2 4 4 2]
384,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 3 2 4 3 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
385,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 2 2 4 3 4 4 4 4 4 3 3 4 4 4 3 4 2 4 4 2]
386,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 3 2 3 2 2 3 3 4 3 4 4 4 4 4 3 4 4 4 4 3 3 2 4 4 2]
387,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 4 4 4 4 4 4 3 4 4 4 3 3 4 2 4 3 2]
388,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 3 4 3 4 4 4 4 4 4 3 4 4 4 3 4 2 4 4 2]
389,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 3 3 4 3 4 4 4 4 4 3 3 4 4 3 3 4 2 4 4 3]
390,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 3 2 4 3 4 4 4 4 4 3 3 4 4 3 3 4 2 4 4 2]
391,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 3 3 3 4 3 3 4 2 4 3 2]
392,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 3 4 4 3 3 3 4 3 3 3 2 4 3 2]
393,[2 0 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 3 4 4 3 4 4 3 2 3 4 2 3 3 2 4 3 2]
394,[2 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 3 4 4 3 4 3 2 2 2 4 2 2 3 2 4 2 2]
395,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 3 4 4 2 4 3 3 2 2 4 2 2 3 2 4 2 2]
396,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 2 4 3 3 2 3 4 2 2 3 2 4 2 2]
397,[0 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 3 3 4 2 3 2 2 3 2 2 2 2 4 2 2]
398,[2 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 2 4 3 2 2 2 4 2 2 2 2 4 2 2]
399,[2 0 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 3 2 2 2 2 3 2 2]
400,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 3 3 4 3 2 2 2 3 2 2 2 2 4 2 2]
401,[0 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 3 3 4 3 3 2 2 4 2 2 3 2 4 2 2]
402,[0 0 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 3 3 2 2 3 2 2 3 2 4 2 2]
403,[0 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 3 4 3 3 2 2 3 2 2 3 2 4 2 2]
404,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 3 4 4 3 4 3 3 3 3 4 2 3 3 2 4 2 2]
405,[2 0 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 3 4 3 3 3 3 4 3 2 3 2 4 2 2]
406,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 3 4 4 3 4 3 3 3 3 4 2 3 3 2 4 3 2]
407,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 3 4 3 4 4 3 4 3 3 3 3 4 3 3 3 2 4 3 3]
408,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 3 2 4 3 4 4 4 4 4 3 3 4 4 3 3 3 2 4 3 3]
409,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 3 2 3 2 2 3 3 4 3 4 4 4 4 4 4 4 4 4 3 3 4 2 4 4 3]
410,[2 0 2 2 2 0 2 2 2 2 2 3 2 2 3 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 3 2 3 2 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
411,[2 0 2 1 2 0 2 2 2 3 2 3 2 2 3 2 2 2 2 2 2 2 2 2 3 2 2],[3 2 3 2 3 2 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
412,[2 0 2 2 2 0 2 2 3 3 2 3 2 3 3 3 2 2 2 3 2 2 2 2 3 2 2],[3 2 3 3 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
413,[2 0 2 2 2 0 2 2 2 3 2 3 3 3 3 3 2 2 2 2 2 2 2 2 3 2 2],[3 2 3 3 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
414,[2 1 2 2 2 0 2 2 3 3 3 3 3 3 3 2 2 2 2 3 2 2 2 2 3 3 2],[3 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
415,[2 1 2 2 2 0 2 2 2 3 3 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
416,[2 1 2 2 2 0 2 2 2 3 3 3 3 3 3 3 2 2 2 3 2 2 2 2 3 3 2],[4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
417,[2 1 2 2 2 0 2 2 3 3 2 3 3 3 3 3 2 2 2 3 2 2 2 2 3 2 2],[4 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
418,[2 2 2 2 2 0 2 2 3 3 2 3 3 3 3 2 2 2 2 3 2 2 2 2 3 3 2],[4 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
419,[2 1 2 2 2 0 2 2 3 3 3 3 3 2 3 3 2 2 3 2 2 2 2 2 3 3 2],[4 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
420,[2 1 2 2 2 0 2 2 3 3 3 3 2 3 3 2 2 2 2 2 2 2 2 2 3 2 2],[4 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
421,[2 1 2 2 2 1 2 2 2 2 2 3 3 3 2 3 2 2 2 3 2 2 2 2 3 2 2],[4 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
422,[2 1 2 2 2 2 2 2 3 3 2 2 2 3 3 2 2 2 2 2 2 2 2 2 3 2 2],[3 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
423,[2 1 2 2 2 0 2 2 2 2 2 3 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2],[4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
424,[2 1 2 1 2 0 2 2 2 2 2 2 2 3 3 2 2 2 2 2 2 2 2 2 3 2 2],[4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
425,[2 1 2 1 2 0 2 2 2 3 2 3 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[4 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
426,[2 1 2 1 2 0 2 2 2 2 2 3 2 2 3 2 2 2 2 2 2 2 2 2 3 2 2],[4 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
427,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 2 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
428,[2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 3 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
429,[2 1 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
430,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
431,[2 1 1 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
432,[2 1 1 1 1 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
433,[2 1 1 1 2 0 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
434,[2 1 1 1 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2],[2 2 2 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
435,[2 1 1 1 1 0 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 2 1 2],[2 2 4 2 4 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
436,[2 1 1 1 1 0 1 1 2 2 2 2 2 1 2 1 2 2 2 2 2 1 2 2 2 1 2],[2 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
437,[1 1 1 1 1 0 1 1 2 1 2 2 2 2 2 2 2 2 1 2 2 1 2 2 2 1 2],[2 2 3 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
438,[1 1 1 1 1 0 1 1 2 1 2 2 2 1 2 1 2 2 1 2 2 1 2 1 2 1 2],[2 2 2 2 4 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
439,[1 1 1 1 1 0 1 1 2 1 2 2 1 1 2 1 2 2 1 1 2 1 2 1 2 1 2],[2 2 2 2 3 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
440,[1 1 1 1 1 0 1 1 2 1 1 2 1 1 2 1 2 2 1 2 2 1 2 1 2 1 2],[2 2 2 2 2 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
441,[1 0 1 1 1 0 1 1 2 1 2 2 2 1 2 2 2 2 2 1 1 1 2 1 2 1 2],[2 2 2 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
442,[1 1 1 1 1 0 1 1 1 1 1 2 1 1 2 1 2 2 2 2 2 1 2 2 2 1 1],[2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
443,[1 1 1 1 1 0 1 1 1 1 2 2 1 1 2 1 2 2 1 1 1 2 1 1 2 1 2],[2 2 3 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
444,[1 1 1 1 1 0 1 1 2 1 1 2 2 1 2 2 2 2 2 2 2 1 2 2 2 1 2],[2 2 2 2 2 2 2 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
445,[1 1 1 1 1 0 1 1 2 2 2 2 2 2 2 1 2 2 2 2 2 1 2 2 2 1 2],[2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
446,[1 1 1 1 1 0 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2],[2 2 2 2 3 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
447,[2 1 1 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2],[2 2 3 2 3 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
448,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
449,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
450,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 3 2 3 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
451,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 3 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
452,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
453,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
454,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
455,[2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
456,[2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 3 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
457,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 3 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
458,[2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 3 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
459,[2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 3 2 3 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
460,[2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 3 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
461,[2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 3 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
462,[2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
463,[2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
464,[2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
465,[2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 2 4 3 4 4 4 4 4 3 4 4 4 4 2 4 2 4 4 2]
466,[2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 4 4 4 4 4 4 4 4 3 4 3 3 4 2 4 4 2]
467,[2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 3 3 4 2 4 4 2]
468,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 3 4 4 4 4 4 4 4 4 4 3 3 4 2 4 4 2]
469,[2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 3 4 4 4 4 4 4 4 4 4 3 2 4 2 4 4 2]
470,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 3 4 4 4 4 4 4 2 4 4 4 2 4 2 4 4 2]
471,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 3 4 4 4 4 4 4 3 4 4 3 3 4 2 4 3 2]
472,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 3 2 3 4 3 2 4 2 4 4 2]
473,[2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 2 2 4 4 3 2 3 2 4 2 2]
474,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 3 4 4 3 4 4 3 2 4 4 3 2 4 2 4 3 2]
475,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 4 2 2 3 4 2 2 3 2 4 2 2]
476,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 2 4 4 3 4 4 3 2 4 4 3 3 4 2 4 3 2]
477,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 2 2 3 4 2 2 3 2 4 2 2]
478,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 3 3 4 4 3 4 4 2 2 3 4 2 2 2 2 4 3 2]
479,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 3 4 4 3 2 3 4 2 2 3 2 4 2 2]
480,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 2 4 3 3 2 2 4 2 2 3 2 4 2 2]
481,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 3 2 2 2 4 2 2 3 2 3 2 2]
482,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 2 4 3 2 2 2 4 2 2 2 2 4 2 2]
483,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 3 4 4 2 2 2 4 2 2 3 2 2 2 2]
484,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 3 2 2 2 4 2 2 2 2 4 2 2]
485,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
486,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
487,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 3 2 2 2 2 4 2 2]
488,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 3 2 2 2 3 2 2 2 2 4 2 2]
489,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 3 4 2 2 2 2 3 2 2 2 2 4 2 2]
490,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
491,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 3 4 3 2 2 2 3 2 2 2 2 4 2 2]
492,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
